,Browser,OS,after,after_text,age,assess,before,before_text,comments,education,enjoyment,fairprice,gender,hasty_subject,how_did_it_go,in_between,is_valid,language,n_symptoms,negated_response,parse_error,parser_feedback,positive_response,problems,prompt,query_type,response,rt,screenH,screenW,secondary_response,secondary_response_type,session_index,start,time,time_in_minutes,trial_level,variable,workerid
4,Chrome,Windows,.,.,55,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Madison has heart disease, ",,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> won't die earlier.,False,,<span class='variable_word name'>{{}}</span> will die earlier.,no,NA,text,she will die earlier.,10.606,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032621504,19.828533333333333,1,pR,60
5,Chrome,Windows,.,.,55,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Avery is  ill..Because Avery is  ill., ",,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> isn't unable to work.,False,,<span class='variable_word name'>{{}}</span> is unable to work.,no,NA,text,he is unable to work.,14.821,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032636700,19.828533333333333,2,nRnR,60
6,Chrome,Windows,.,.,55,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Sam does not have heart disease.Sam won't die earlier..Because Sam won't die earlier., ",,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> won't need more for retirement.,False,,<span class='variable_word name'>{{}}</span> will need more for retirement.,no,NA,text,he will need more for retirement.,33.873,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032670945,19.828533333333333,2,pRnR,60
7,Chrome,Windows,.,.,55,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Pat has heart disease.did not he at a healthy diet..did not he at a healthy diet. because ,,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did  know about healthy foods.,False,,<span class='variable_word name'>{{}}</span> did not know about healthy foods.,no,NA,text,he did not know about healthy foods.,24.514,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032695836,19.828533333333333,2,nCnC,60
8,Chrome,Windows,.,.,55,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Nat at a healthy diet..Because Nat at a healthy diet., ",,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> won't live longer.,False,,<span class='variable_word name'>{{}}</span> will live longer.,no,NA,text,he will live longer.,18.106,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032714333,19.828533333333333,2,nCpR,60
9,Chrome,Windows,.,.,55,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Jamie does not have heart disease.Jamie at a healthy diet..Jamie at a healthy diet. because ,,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> wasn't taught about healthy foods as a child.,False,,<span class='variable_word name'>{{}}</span> was taught about healthy foods as a child.,no,NA,text,she was taught about healthy foods as a child.,21.784,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032736517,19.828533333333333,2,nCpC,60
10,Chrome,Windows,.,.,55,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Jess does not have heart disease.Jess did  eat healthy..Jess did  eat healthy. because ,,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> wasn't taught early to eat well.,False,,<span class='variable_word name'>{{}}</span> was taught early to eat well.,no,NA,text,she was taught early to eat well.,19.707,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032756634,19.828533333333333,2,pCnC,60
11,Chrome,Windows,.,.,55,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Tracy won't die earlier..Tracy won't die earlier. because ,,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not have a healthy lifestyle.,False,,<span class='variable_word name'>{{}}</span> had a healthy lifestyle.,no,NA,text,she had a healthy lifestyle.,19.574,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032776614,19.828533333333333,2,pRnC,60
12,Chrome,Windows,.,.,55,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Robin has heart disease.Robin will die earlier..Because Robin will die earlier., ",,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span>'s family won't miss <span class='variable_word him'>{{}}</span>.,False,,<span class='variable_word name'>{{}}</span>'s family will miss <span class='variable_word him'>{{}}</span>.,no,NA,text,her family will miss her.,22.391,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032799424,19.828533333333333,2,pRpR,60
13,Chrome,Windows,.,.,55,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Ash does not have heart disease.Ash is not ill..Because Ash is not ill., ",,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> cannot do more things in life.,False,,<span class='variable_word name'>{{}}</span> can do more things in life.,no,NA,text,he can do more things in life.,12.797,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032812573,19.828533333333333,2,nRpR,60
14,Chrome,Windows,.,.,55,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Drew did  eat healthy..Because Drew did  eat healthy., ",,2,1,yes,Female,False,It was cool.,NA,True,English,NA,<span class='variable_word name'>{{}}</span> isn't better off than most people.,False,,<span class='variable_word name'>{{}}</span> is better off than most people.,no,NA,text,he is better off than most people.,27.354,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032840326,19.828533333333333,2,pCnR,60
15,Chrome,Windows,.,.,55,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Casey is not ill..Casey is not ill. because ,,2,1,yes,Female,False,It was cool.,NA,True,English,NA,Casey wasn't smart about <span class='variable_word name'>{{}}</span>'s health.,False,,Casey was smart about <span class='variable_word name'>{{}}</span>'s health.,no,NA,text,Casey was smart about his health.,18.702,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032859438,19.828533333333333,2,nRpC,60
16,Chrome,Windows,.,.,55,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Jordan has heart disease.Jordan did not eat healthy..Jordan did not eat healthy. because ,,2,1,yes,Female,False,It was cool.,NA,True,English,NA,did not eat a lot of junk and processed food.,False,,Ate a lot of junk and processed food.,no,NA,text,ate a lot of junk and processed food.,30.818,1080.0,1920.0,NA,NA,0.0,1521031736451,1521032890590,19.828533333333333,2,pCpC,60
0,Chrome,Linux,.,.,25,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Jordan has an illness. He has ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,did not Diabetes,False,NA,Diabetes,no,NA,text,diabetes,1.753,768.0,1366.0,NA,NA,0.0,1521030277251,1521030308437,4.081666666666667,0,D,61
1,Chrome,Linux,.,.,25,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Ash does not have diabetes because ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not eat healthy,False,,<span class='variable_word name'>{{}}</span> eats healthy,no,NA,text,she eats healthy,9.099,768.0,1366.0,NA,NA,0.0,1521030277251,1521030318131,4.081666666666667,1,nC,61
2,Chrome,Linux,.,.,25,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Taylor has diabetes because ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not eat sugar,False,,<span class='variable_word name'>{{}}</span> eats sugar,no,NA,text,she eats sugar,8.419,768.0,1366.0,NA,NA,0.0,1521030277251,1521030327304,4.081666666666667,1,pC,61
3,Chrome,Linux,.,.,25,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Jo does not have diabetes, ",no,3,1,1.50,Female,False,very fun,NA,True,English,NA,Jo cannot eat regular food,False,,Jo can eat regular food,no,NA,text,Jo can eat regular food,24.935,768.0,1366.0,NA,NA,0.0,1521030277251,1521030352940,4.081666666666667,1,nR,61
4,Chrome,Linux,.,.,25,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Nat has diabetes, ",no,3,1,1.50,Female,False,very fun,NA,True,English,NA,Nat did not have to watch what <span class='variable_word name'>{{}}</span> eat,False,,Nat has to watch what <span class='variable_word name'>{{}}</span> eat,no,NA,text,Nat has to watch what he eat,9.598,768.0,1366.0,NA,NA,0.0,1521030277251,1521030363401,4.081666666666667,1,pR,61
5,Chrome,Linux,.,.,25,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Tracy has diabetes.Tracy did not eat healthy.Tracy did not eat healthy because ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did  think of the consequences,False,,<span class='variable_word name'>{{}}</span> did not think of the consequences,no,NA,text,she did not think of the consequences,12.217,768.0,1366.0,NA,NA,0.0,1521030277251,1521030376349,4.081666666666667,2,nCnC,61
6,Chrome,Linux,.,.,25,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Pat does not have diabetes.Nat did not have to watch what Pat eat.Because Nat did not have to watch what Pat eat, ",no,3,1,1.50,Female,False,very fun,NA,True,English,NA,As did not much,False,,As much,no,NA,text,as much,10.501,768.0,1366.0,NA,NA,0.0,1521030277251,1521030387526,4.081666666666667,2,pRnR,61
7,Chrome,Linux,.,.,25,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Casey eats healthy.Because Casey eats healthy, ",no,3,1,1.50,Female,False,very fun,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have diabetes,False,,<span class='variable_word name'>{{}}</span> does not have diabetes,no,NA,text,she does not have diabetes,6.481,768.0,1366.0,NA,NA,0.0,1521030277251,1521030394633,4.081666666666667,2,nCpR,61
8,Chrome,Linux,.,.,25,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Sam has diabetes.Sam eats sugar.Sam eats sugar because ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have diabetes,False,,<span class='variable_word name'>{{}}</span> does not have diabetes,no,NA,text,she does not have diabetes,10.274,768.0,1366.0,NA,NA,0.0,1521030277251,1521030405471,4.081666666666667,2,pCpC,61
9,Chrome,Linux,.,.,25,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Jo can eat regular food.Jo can eat regular food because ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does  have diabetes,False,,<span class='variable_word name'>{{}}</span> does not have diabetes,no,NA,text,she does not have diabetes,5.927,768.0,1366.0,NA,NA,0.0,1521030277251,1521030411926,4.081666666666667,2,nRpC,61
10,Chrome,Linux,.,.,25,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Madison does not have diabetes.Jo can eat regular food.Because Jo can eat regular food, ",no,3,1,1.50,Female,False,very fun,NA,True,English,NA,On a daily did not basis,False,,On a daily basis,no,NA,text,on a daily basis,7.321,768.0,1366.0,NA,NA,0.0,1521030277251,1521030419821,4.081666666666667,2,nRpR,61
11,Chrome,Linux,.,.,25,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Chris does not have diabetes.Chris did not eat sugar.Chris did not eat sugar because ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,<span class='variable_word name'>{{}}</span> wasn't scared of getting diabetes,False,,<span class='variable_word name'>{{}}</span> was scared of getting diabetes,no,NA,text,he was scared of getting diabetes,7.881,768.0,1366.0,NA,NA,0.0,1521030277251,1521030428215,4.081666666666667,2,pCnC,61
12,Chrome,Linux,.,.,25,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Eli does not have diabetes.Eli eats healthy.Eli eats healthy because ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,did not she like strong bones,False,,<span class='variable_word name'>{{}}</span> like strong bones,no,NA,text,she like strong bones,25.321,768.0,1366.0,NA,NA,0.0,1521030277251,1521030454156,4.081666666666667,2,nCpC,61
13,Chrome,Linux,.,.,25,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Alex has diabetes.Nat has to watch what Alex eat.Because Nat has to watch what Alex eat, ",no,3,1,1.50,Female,False,very fun,NA,True,English,NA,Because <span class='variable_word name'>{{}}</span> did not have diabetes,False,,Because <span class='variable_word name'>{{}}</span> have diabetes,no,NA,text,because he have diabetes,7.309,768.0,1366.0,NA,NA,0.0,1521030277251,1521030462181,4.081666666666667,2,pRpR,61
14,Chrome,Linux,.,.,25,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Nat did not have to watch what Avery eat.Nat did not have to watch what Avery eat because ,no,3,1,1.50,Female,False,very fun,NA,True,English,NA,Avery does  have diabetes,False,,Avery does not have diabetes,no,NA,text,Avery does not have diabetes,8.6,768.0,1366.0,NA,NA,0.0,1521030277251,1521030471344,4.081666666666667,2,pRnC,61
15,Chrome,Linux,.,.,25,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Jess did not eat sugar.Because Jess did not eat sugar, ",no,3,1,1.50,Female,False,very fun,NA,True,English,NA,Jess does  have diabetes,False,,Jess does not have diabetes,no,NA,text,Jess does not have diabetes,11.513,768.0,1366.0,NA,NA,0.0,1521030277251,1521030483548,4.081666666666667,2,pCnR,61
16,Chrome,Linux,.,.,25,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Jo cannot eat regular food.Because Jo cannot eat regular food, ",no,3,1,1.50,Female,False,very fun,NA,True,English,NA,Because Jo did not have diabetes,False,,Because Jo have diabetes,no,NA,text,because Jo have diabetes,6.616,768.0,1366.0,NA,NA,0.0,1521030277251,1521030490782,4.081666666666667,2,nRnR,61
0,Chrome,Windows,.,.,31,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Jess has an illness. She has ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,The did not flu,False,NA,The flu,No.,NA,text,the flu,4.432,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034192427,3.927,0,D,62
1,Chrome,Windows,.,.,31,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Taylor does not have the flu, ",,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have an illness.,False,,<span class='variable_word name'>{{}}</span> does not have an illness.,No.,NA,text,he does not have an illness.,11.887,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034204754,3.927,1,nR,62
2,Chrome,Windows,.,.,31,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Drew has the flu because ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have an illness.,False,,<span class='variable_word name'>{{}}</span> has an illness.,No.,NA,text,he has an illness.,7.231,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034212386,3.927,1,pC,62
3,Chrome,Windows,.,.,31,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Alex does not have the flu because ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have an illness.,False,,<span class='variable_word name'>{{}}</span> does not have an illness.,No.,NA,text,he does not have an illness.,7.999,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034220818,3.927,1,nC,62
4,Chrome,Windows,.,.,31,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Jordan has the flu, ",,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have an illness.,False,,<span class='variable_word name'>{{}}</span> has an illness.,No.,NA,text,he has an illness.,4.645,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034225915,3.927,1,pR,62
5,Chrome,Windows,.,.,31,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Nat does not have the flu.Nat does not have an illness..Nat does not have an illness. because ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have the flu,False,,<span class='variable_word name'>{{}}</span> does not have the flu,No.,NA,text,he does not have the flu,14.762,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034240938,3.927,2,nCpC,62
6,Chrome,Windows,.,.,31,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Madison did not have an illness..Madison did not have an illness. because ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did  have the flu,False,,<span class='variable_word name'>{{}}</span> did not have the flu,No.,NA,text,she did not have the flu,7.325,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034248722,3.927,2,pRnC,62
7,Chrome,Windows,.,.,31,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Ash did not have an illness..Because Ash did not have an illness., ",,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did  have the flu,False,,<span class='variable_word name'>{{}}</span> did not have the flu,No.,NA,text,she did not have the flu,7.291,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034256434,3.927,2,pCnR,62
8,Chrome,Windows,.,.,31,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Chris does not have the flu.Chris did not have an illness..Because Chris did not have an illness., ",,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did  have the flu,False,,<span class='variable_word name'>{{}}</span> did not have the flu,No.,NA,text,he did not have the flu,8.545,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034265411,3.927,2,pRnR,62
9,Chrome,Windows,.,.,31,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Eli does  have an illness..Because Eli does  have an illness., ",,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> can't have the flu,False,,<span class='variable_word name'>{{}}</span> may have the flu,No.,NA,text,he may have the flu,10.696,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034276547,3.927,2,nRnR,62
10,Chrome,Windows,.,.,31,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Casey does not have the flu.Casey does not have an illness..Because Casey does not have an illness., ",,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have the flu,False,,<span class='variable_word name'>{{}}</span> does not have the flu,No.,NA,text,he does not have the flu,8.884,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034285858,3.927,2,nRpR,62
11,Chrome,Windows,.,.,31,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Robin does not have the flu.Robin did not have an illness..Robin did not have an illness. because ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have the flu,False,,<span class='variable_word name'>{{}}</span> does not have the flu,No.,NA,text,she does not have the flu,8.063,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034294395,3.927,2,pCnC,62
12,Chrome,Windows,.,.,31,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Sam has the flu.Sam has an illness..Sam has an illness. because ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have the flu,False,,<span class='variable_word name'>{{}}</span> has the flu,No.,NA,text,he has the flu,4.35,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034299154,3.927,2,pCpC,62
13,Chrome,Windows,.,.,31,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Pat has the flu.Pat does  have an illness..Pat does  have an illness. because ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have the flu,False,,<span class='variable_word name'>{{}}</span> has the flu,No.,NA,text,he has the flu,9.605,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034309042,3.927,2,nCnC,62
14,Chrome,Windows,.,.,31,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Tracy does not have an illness..Tracy does not have an illness. because ,,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have the flu,False,,<span class='variable_word name'>{{}}</span> does not have the flu,No.,NA,text,she does not have the flu,9.549,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034319026,3.927,2,nRpC,62
15,Chrome,Windows,.,.,31,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Jamie has the flu.Jamie has an illness..Because Jamie has an illness., ",,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have the flu,False,,<span class='variable_word name'>{{}}</span> has the flu,No.,NA,text,he has the flu,6.985,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034326427,3.927,2,pRpR,62
16,Chrome,Windows,.,.,31,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Avery does not have an illness..Because Avery does not have an illness., ",,1,1,$1.50,Male,False,It was interesting.,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have the flu,False,,<span class='variable_word name'>{{}}</span> does not have the flu,No.,NA,text,he does not have the flu,30.543,1080.0,1920.0,NA,NA,0.0,1521034155543,1521034357363,3.927,2,nCpR,62
0,Chrome,Windows,.,.,44,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Eli has an illness. He has ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,The did not flu,False,NA,The flu,,NA,text,the flu,5.154,768.0,1366.0,NA,NA,0.0,1521031645180,1521031673365,5.1423,0,D,63
1,Chrome,Windows,.,.,44,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Taylor does not have the flu because ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> is  feeling well,False,,<span class='variable_word name'>{{}}</span> is not feeling well,,NA,text,he is not feeling well,30.428,768.0,1366.0,NA,NA,0.0,1521031645180,1521031704200,5.1423,1,nC,63
2,Chrome,Windows,.,.,44,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Madison has the flu, ",,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> can  go to work,False,,<span class='variable_word name'>{{}}</span> can not go to work,,NA,text,she can not go to work,11.611,768.0,1366.0,NA,NA,0.0,1521031645180,1521031716252,5.1423,1,pR,63
3,Chrome,Windows,.,.,44,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Robin has the flu because ,,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,Madison did not give it to <span class='variable_word name'>{{}}</span>'s,False,,Madison gave it to <span class='variable_word name'>{{}}</span>'s,,NA,text,madison gave it to her,13.77,768.0,1366.0,NA,NA,0.0,1521031645180,1521031730538,5.1423,1,pC,63
4,Chrome,Windows,.,.,44,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Jordan does not have the flu, ",,1,1,1.50,Male,False,"I loved it, it was different",NA,True,english,NA,<span class='variable_word name'>{{}}</span> cannot go to work,False,,<span class='variable_word name'>{{}}</span> can go to work,,NA,text,he can go to work,8.575,768.0,1366.0,NA,NA,0.0,1521031645180,1521031739554,5.1423,1,nR,63
